Chemical,ChemicalID,PMID_List,length
tryptophan,D014364,"[23349065, 26861677, 25412549, 18722414, 27231874, 8989880, 19884772, 22375709, 22978675, 21965577, 24131360, 18793314, 12732958, 4968963, 11402212, 26096082, 10547442]",17
tryptophans,D014364,[4968963],1
tryptophol,C005949,[19842066],1
tunicamycin,D014415,[26432787],1
turnagainolide A,C560137,[26575343],1
tylosin,D015645,"[26525981, 12698320]",2
tyramine,D014439,[20061160],1
tyrosine,D014443,"[29889418, 23349065, 20396902, 28116768, 23206756, 24927550, 25765308, 27919802]",8
ubiquinone,D014451,"[21551335, 22752173]",2
umbelliferone,C031477,[23644174],1
uncialamycin,C512009,[27220082],1
undecylprodigiosin,C047347,"[28221784, 12730372, 24240146, 28745417, 24562326, 21342469, 21037009, 17109029, 8140285, 19201971, 23529369, 22068502, 23555999, 11526020]",14
undecylprodigiosins,C047347,[24633227],1
uracil,D014498,[19919120],1
urate,D014527,"[4911442, 29087175]",2
urea,D014508,"[23274989, 28083890]",2
uric acid,D014527,[4911442],1
uridine,D014529,"[26307771, 18782083]",2
urolithin A,C026423,[26189645],1
uronate,D014574,[11310739],1
ursodeoxycholic acid,D014580,[28360029],1
ursolic acid,C005466,[23132656],1
ursolic acids,C005466,[23132656],1
usnic acid,C073339,"[8585741, 20583475, 25367342, 18421431, 15504865, 24571086, 23374132, 27648556]",8
valanimycin,C048267,[29155332],1
validamycin,C003749,"[26704727, 28238083]",2
validamycin A,C030790,[28238083],1
valienamine,C030791,[26704727],1
valine,D014633,"[19919120, 23924726, 7142955]",3
valinomycin,D014634,"[21585551, 21245311, 18001088]",3
valinomycins,D014634,[21245311],1
vancomycin,D014640,"[21116414, 29164655, 21768346, 20411112, 20562278, 29216824, 29278781, 25284750]",8
variecolin,C433945,[29248948],1
verbascoside,C058956,[26931616],1
verbenone,C052875,[21830789],1
versicorin,C000601244,[25835225],1
vibrioferrin,C090126,[26452553],1
vinblastine,D014747,[19946877],1
vincristine sulphate,D014750,[27842527],1
vindoline,C009667,[29191163],1
violacein,C063155,"[15006783, 21152942, 29119317, 21305330, 18648491, 21424823, 19060172, 16436433, 27288924, 15233843]",10
viomycin,D014756,[1770350],1
viridiflorol,C552080,[27450433],1
viriditoxin,C010375,[29037949],1
viscosaline,C506226,[20411111],1
viscosamine,C482411,[20411111],1
viscosin,C062796,"[27199346, 22544260]",2
vitamin B12,D014805,[27005411],1
vitamin D,D014807,[20731719],1
vitamin D(3),D002762,[20731719],1
vitamin D3,D002762,[20731719],1
volatile fatty acid,D005232,[20456526],1
vulpinic acid,C077134,[8585741],1
warfarin,D014859,[28432098],1
water,D014867,"[25171330, 28425950, 27166532, 19588186, 24011346, 8882807, 15910530, 17922759, 24905482, 27498615, 25431341, 27723315, 19560184, 18648671, 22754340, 27392610, 24136453, 22189493, 24293352, 20512647, 22069558, 25398871, 26805856, 28730710, 24819608, 28345890, 20815231, 7380334, 14643798, 23314096, 24275084, 23757137, 23295683, 25432345, 27263013, 16436433, 3901922, 10841973, 28078980, 11178336, 26231244, 21287346, 21724952, 23615124, 27781403, 17882415, 20384372, 26757731, 3306361, 21281165, 28944994, 24884595, 25635112, 23319638, 20580869, 26378547, 15322739, 27192209, 19010510, 20731719, 16305145, 19031897, 26202664, 27519819, 29117587]",65
wilforgine,C479287,[25523369],1
withanolides,D054358,[22425978],1
wybutosine,C467591,[20423905],1
xanalteric acids I (,C545428,[19835393],1
xanthene,D014966,[23341601],1
xanthine,D019820,[4911442],1
xanthone,C009689,[15835721],1
xanthones,D044004,"[22372603, 24206732, 23255442]",3
xanthosine,C005893,[25970745],1
xiamycin,C556785,[24617253],1
xylose,D014994,[25775804],1
yersiniabactin,C104398,[27412582],1
zearalenone,D015025,"[16715543, 28438205]",2
zeatin,D015026,[26638490],1
zeaxanthin,D065146,"[23656323, 28255686]",2
